date,destination,lat,lon,is_weekend,month,dow,temp_c,rain,marketing_spend,social_sentiment,price_index,bookings,avg_party_size,channel,lead_time_days,rooms_available,guides_available,vehicles_available
2025-04-26,Kerala,10.8505,76.2711,1,4,5,34.9,0,458.92,0.864,75.34,1488,1,Web,16,1700,220,700
2025-08-02,Manali,32.2432,77.1892,1,8,5,20.4,0,328.9,0.07,76.63,974,3,App,15,1200,140,450
2024-08-07,Leh,34.1526,77.5771,0,8,2,14.9,0,247.45,-0.55,98.38,321,3,Web,15,600,90,220
2025-04-26,Andaman,11.7401,92.6586,1,4,5,32.6,0,170.43,-0.134,82.86,623,1,Agent,10,900,120,300
2024-01-20,Goa,15.2993,74.124,1,1,5,22.3,0,372.32,0.453,82.02,1313,4,Web,14,2000,250,800
2025-05-31,Agra,27.1767,78.0081,1,5,5,37.6,0,351.18,1.0,59.82,913,2,Agent,2,1300,150,550
2024-02-03,Varanasi,25.3176,82.9739,1,2,5,22.9,0,195.01,0.556,63.43,1063,3,Web,23,1400,160,500
2024-05-03,Goa,15.2993,74.124,0,5,4,39.1,0,322.43,-0.018,89.2,1265,2,Kiosk,17,2000,250,800
2024-10-13,Agra,27.1767,78.0081,1,10,6,21.8,0,103.47,0.025,52.13,804,3,Kiosk,24,1300,150,550
2025-02-19,Agra,27.1767,78.0081,0,2,2,19.3,0,563.79,0.105,63.09,872,3,Kiosk,8,1300,150,550
2024-05-10,Jaipur,26.9124,75.7873,0,5,4,37.3,0,33.7,0.289,70.69,1006,1,Kiosk,7,1500,180,600
2024-03-24,Agra,27.1767,78.0081,1,3,6,27.7,0,489.84,0.502,57.18,1310,3,App,6,1300,150,550
2025-02-06,Manali,32.2432,77.1892,0,2,3,9.2,0,372.96,0.82,69.46,783,2,App,4,1200,140,450
2024-01-22,Manali,32.2432,77.1892,0,1,0,6.5,0,225.72,0.054,69.34,762,1,Kiosk,12,1200,140,450
2025-09-23,Kerala,10.8505,76.2711,0,9,1,29.6,1,1007.61,-0.179,66.55,1162,2,App,24,1700,220,700
2025-08-02,Varanasi,25.3176,82.9739,1,8,5,31.7,0,1154.54,-1.0,58.22,1322,2,App,9,1400,160,500
2024-07-22,Jaipur,26.9124,75.7873,0,7,0,36.2,1,175.19,0.065,63.4,650,3,App,13,1500,180,600
2024-02-17,Kerala,10.8505,76.2711,1,2,5,25.8,0,282.62,0.877,71.52,1394,1,App,6,1700,220,700
2025-06-08,Varanasi,25.3176,82.9739,1,6,6,37.7,0,495.5,0.268,45.93,1265,3,App,11,1400,160,500
2024-12-15,Jaipur,26.9124,75.7873,1,12,6,18.0,1,601.86,0.371,67.8,1506,3,Web,11,1500,180,600
2024-04-17,Agra,27.1767,78.0081,0,4,2,32.3,0,137.19,-0.645,59.32,927,3,Web,12,1300,150,550
2025-01-28,Andaman,11.7401,92.6586,0,1,1,17.6,0,437.38,0.111,88.66,522,3,Agent,1,900,120,300
2025-09-14,Varanasi,25.3176,82.9739,1,9,6,27.5,0,174.18,0.033,43.17,849,2,Kiosk,17,1400,160,500
2025-09-28,Jaipur,26.9124,75.7873,1,9,6,26.7,0,364.48,0.007,63.81,659,2,App,13,1500,180,600
2024-10-03,Leh,34.1526,77.5771,0,10,3,6.4,0,41.01,0.583,100.18,193,2,Kiosk,5,600,90,220
2024-11-05,Leh,34.1526,77.5771,0,11,1,1.4,1,40.02,0.753,100.63,238,3,Kiosk,8,600,90,220
2024-02-05,Andaman,11.7401,92.6586,0,2,0,24.2,0,27.72,1.0,88.56,384,2,App,7,900,120,300
2024-09-17,Kerala,10.8505,76.2711,0,9,1,30.0,0,864.82,0.495,65.24,1011,3,App,2,1700,220,700
2025-04-01,Varanasi,25.3176,82.9739,0,4,1,31.7,0,111.48,0.947,54.94,754,2,Agent,13,1400,160,500
2025-04-19,Leh,34.1526,77.5771,1,4,5,15.5,0,45.4,-0.173,107.36,455,3,Web,37,600,90,220
2025-07-20,Goa,15.2993,74.124,1,7,6,37.1,0,545.49,-0.015,76.73,1566,2,Web,6,2000,250,800
2025-07-09,Varanasi,25.3176,82.9739,0,7,2,35.9,0,557.61,-0.038,47.77,1168,2,Web,29,1400,160,500
2024-08-03,Goa,15.2993,74.124,1,8,5,36.5,0,194.09,-0.065,73.09,971,1,Agent,6,2000,250,800
2025-03-10,Jaipur,26.9124,75.7873,0,3,0,28.8,0,374.56,0.283,64.22,1054,3,Agent,12,1500,180,600
2024-02-09,Varanasi,25.3176,82.9739,0,2,4,21.0,0,341.56,0.223,57.04,847,2,Web,8,1400,160,500
2024-05-11,Varanasi,25.3176,82.9739,1,5,5,35.1,0,105.93,0.089,57.52,1125,3,Web,9,1400,160,500
2025-02-17,Varanasi,25.3176,82.9739,0,2,0,22.4,0,617.34,-0.354,45.56,859,3,Web,26,1400,160,500
2025-04-05,Manali,32.2432,77.1892,1,4,5,19.5,0,222.2,0.012,81.58,948,3,Web,4,1200,140,450
2025-07-20,Agra,27.1767,78.0081,1,7,6,34.4,0,41.57,0.161,53.34,795,2,Web,8,1300,150,550
2025-01-08,Manali,32.2432,77.1892,0,1,2,9.2,0,567.12,0.245,67.19,794,2,Kiosk,11,1200,140,450
2024-02-14,Varanasi,25.3176,82.9739,0,2,2,22.1,0,312.85,-0.441,54.46,1077,2,App,10,1400,160,500
2025-05-10,Goa,15.2993,74.124,1,5,5,37.3,0,1054.53,0.361,78.21,1971,3,Agent,11,2000,250,800
2024-07-16,Leh,34.1526,77.5771,0,7,1,19.6,0,129.41,0.114,97.78,271,2,Agent,2,600,90,220
2024-04-10,Manali,32.2432,77.1892,0,4,2,19.3,0,1297.79,0.799,77.71,1256,3,Agent,24,1200,140,450
2024-06-29,Leh,34.1526,77.5771,1,6,5,22.4,0,493.9,-0.172,109.33,754,1,Agent,4,600,90,220
2024-06-18,Varanasi,25.3176,82.9739,0,6,1,37.9,1,307.68,-0.595,53.13,1116,2,App,15,1400,160,500
2024-01-30,Manali,32.2432,77.1892,0,1,1,6.4,0,322.8,0.569,82.51,837,3,App,16,1200,140,450
2024-10-09,Manali,32.2432,77.1892,0,10,2,10.0,0,130.62,-0.628,71.78,576,3,Kiosk,3,1200,140,450
2024-07-09,Manali,32.2432,77.1892,0,7,1,23.2,0,1343.81,0.037,74.52,1520,1,Agent,3,1200,140,450
2024-01-13,Manali,32.2432,77.1892,1,1,5,3.8,0,323.73,0.275,78.11,639,2,Kiosk,4,1200,140,450
2025-05-03,Goa,15.2993,74.124,1,5,5,39.7,0,294.46,0.293,84.48,1285,3,Kiosk,5,2000,250,800
2025-03-19,Varanasi,25.3176,82.9739,0,3,2,26.3,0,836.86,0.369,52.19,1328,2,App,4,1400,160,500
2024-04-16,Jaipur,26.9124,75.7873,0,4,1,33.6,0,396.96,-1.0,70.98,1066,3,Kiosk,8,1500,180,600
2025-09-14,Manali,32.2432,77.1892,1,9,6,14.2,1,190.72,-0.617,66.16,357,2,Kiosk,2,1200,140,450
2025-05-12,Kerala,10.8505,76.2711,0,5,0,37.7,0,344.21,-0.028,64.61,991,2,Kiosk,5,1700,220,700
2024-12-15,Varanasi,25.3176,82.9739,1,12,6,16.9,0,898.87,-0.505,55.89,1227,2,App,15,1400,160,500
2025-05-01,Agra,27.1767,78.0081,0,5,3,35.5,0,1566.98,-0.738,64.09,1831,2,Kiosk,9,1300,150,550
2024-08-22,Agra,27.1767,78.0081,0,8,3,31.9,0,249.31,0.226,61.89,705,1,App,7,1300,150,550
2025-06-13,Kerala,10.8505,76.2711,0,6,4,39.8,0,313.81,-0.508,72.95,1140,3,Web,14,1700,220,700
2024-01-06,Kerala,10.8505,76.2711,1,1,5,19.5,0,238.74,0.631,66.02,1106,2,App,24,1700,220,700
2024-02-19,Kerala,10.8505,76.2711,0,2,0,25.3,0,285.83,0.493,73.18,966,2,Kiosk,15,1700,220,700
2025-03-14,Kerala,10.8505,76.2711,0,3,4,29.6,0,308.71,0.546,65.95,1437,2,Kiosk,5,1700,220,700
2024-11-28,Varanasi,25.3176,82.9739,0,11,3,19.2,0,817.67,0.682,48.37,1297,2,Web,8,1400,160,500
2025-09-09,Kerala,10.8505,76.2711,0,9,1,29.1,0,177.39,0.192,72.27,724,1,App,15,1700,220,700
2024-07-01,Goa,15.2993,74.124,0,7,0,38.9,0,345.71,0.571,72.91,924,4,App,4,2000,250,800
2025-02-25,Kerala,10.8505,76.2711,0,2,1,24.5,0,679.4,0.767,63.86,1526,3,Kiosk,14,1700,220,700
2025-08-22,Manali,32.2432,77.1892,0,8,4,18.7,0,203.9,-0.175,73.78,812,2,Web,11,1200,140,450
2024-09-17,Goa,15.2993,74.124,0,9,1,30.6,0,335.87,0.833,81.76,633,3,Agent,14,2000,250,800
2025-04-20,Manali,32.2432,77.1892,1,4,6,18.4,1,217.84,-0.68,84.4,820,2,Agent,6,1200,140,450
2025-08-11,Manali,32.2432,77.1892,0,8,0,19.2,1,250.52,0.358,63.24,735,1,Agent,17,1200,140,450
2024-08-21,Andaman,11.7401,92.6586,0,8,2,34.0,0,435.78,0.687,91.21,444,2,Kiosk,18,900,120,300
2024-11-27,Kerala,10.8505,76.2711,0,11,2,20.8,0,976.11,-0.01,68.14,1457,3,App,10,1700,220,700
2024-08-13,Varanasi,25.3176,82.9739,0,8,1,31.5,0,265.79,0.16,52.81,495,2,Kiosk,1,1400,160,500
2025-04-14,Agra,27.1767,78.0081,0,4,0,32.7,1,325.53,0.716,70.08,932,1,Web,6,1300,150,550
2024-03-26,Kerala,10.8505,76.2711,0,3,1,29.6,0,275.18,0.501,77.36,1476,2,App,12,1700,220,700
2025-04-21,Leh,34.1526,77.5771,0,4,0,14.6,0,9.42,0.765,101.91,320,2,Web,3,600,90,220
2024-09-04,Goa,15.2993,74.124,0,9,2,31.0,0,653.63,0.442,88.8,1098,1,Web,17,2000,250,800
2024-07-02,Kerala,10.8505,76.2711,0,7,1,37.2,0,488.32,-0.156,65.3,1006,2,Web,8,1700,220,700
2025-09-25,Leh,34.1526,77.5771,0,9,3,10.1,0,430.25,0.587,96.04,271,3,App,8,600,90,220
2024-03-17,Goa,15.2993,74.124,1,3,6,29.4,1,591.17,0.319,81.58,1568,3,Agent,4,2000,250,800
2024-03-26,Leh,34.1526,77.5771,0,3,1,10.8,0,316.74,-0.138,96.61,316,2,App,23,600,90,220
2024-08-18,Goa,15.2993,74.124,1,8,6,34.2,0,584.67,0.033,75.34,1492,3,Web,14,2000,250,800
2024-11-11,Manali,32.2432,77.1892,0,11,0,6.9,0,971.28,0.733,78.73,748,2,Agent,25,1200,140,450
2025-07-29,Goa,15.2993,74.124,0,7,1,38.3,0,393.19,0.243,79.49,1127,3,App,29,2000,250,800
2025-02-04,Leh,34.1526,77.5771,0,2,1,4.6,0,154.78,0.072,102.68,417,2,App,37,600,90,220
2024-02-05,Jaipur,26.9124,75.7873,0,2,0,23.9,0,577.44,0.843,64.51,830,3,Kiosk,15,1500,180,600
2025-08-12,Varanasi,25.3176,82.9739,0,8,1,32.9,1,304.69,0.451,51.99,607,2,Web,10,1400,160,500
2024-10-15,Andaman,11.7401,92.6586,0,10,1,22.3,0,108.04,-0.485,90.39,420,2,Kiosk,17,900,120,300
2025-09-21,Leh,34.1526,77.5771,1,9,6,10.1,0,266.54,-0.01,93.39,192,3,Web,18,600,90,220
2024-06-10,Andaman,11.7401,92.6586,0,6,0,37.2,0,102.47,-0.507,97.49,390,3,Web,6,900,120,300
2024-02-15,Leh,34.1526,77.5771,0,2,3,5.3,0,312.66,-0.616,104.54,379,2,Web,2,600,90,220
2025-09-20,Agra,27.1767,78.0081,1,9,5,25.9,0,1045.12,0.393,50.72,874,3,App,7,1300,150,550
2025-04-20,Agra,27.1767,78.0081,1,4,6,32.1,0,735.22,1.0,59.21,1371,2,Kiosk,25,1300,150,550
2025-02-02,Varanasi,25.3176,82.9739,1,2,6,22.9,0,197.03,-0.588,56.24,887,2,App,2,1400,160,500
2024-02-15,Manali,32.2432,77.1892,0,2,3,10.7,0,508.99,0.248,77.6,557,2,Kiosk,5,1200,140,450
2024-02-12,Jaipur,26.9124,75.7873,0,2,0,22.4,0,957.34,0.19,59.77,1287,2,Web,13,1500,180,600
2024-10-17,Andaman,11.7401,92.6586,0,10,3,23.9,0,122.07,0.602,89.82,444,1,App,9,900,120,300
2024-04-05,Kerala,10.8505,76.2711,0,4,4,33.5,0,162.71,0.248,69.6,1133,2,Agent,6,1700,220,700
2024-07-02,Kerala,10.8505,76.2711,0,7,1,38.6,0,613.42,0.711,59.94,987,2,Agent,9,1700,220,700
2024-08-18,Kerala,10.8505,76.2711,1,8,6,33.2,0,668.8,-0.158,69.15,983,2,Kiosk,12,1700,220,700
2024-09-22,Manali,32.2432,77.1892,1,9,6,14.1,0,362.95,0.186,74.39,619,2,App,15,1200,140,450
2024-09-26,Agra,27.1767,78.0081,0,9,3,26.8,0,118.23,-0.377,62.45,470,1,Kiosk,7,1300,150,550
2024-12-07,Kerala,10.8505,76.2711,1,12,5,17.9,0,288.63,-1.0,67.74,1262,2,Web,9,1700,220,700
2024-01-02,Kerala,10.8505,76.2711,0,1,1,20.6,1,306.18,0.316,64.9,1007,2,Kiosk,3,1700,220,700
2024-10-14,Agra,27.1767,78.0081,0,10,0,21.5,0,386.8,1.0,61.5,764,2,Agent,13,1300,150,550
2024-07-27,Agra,27.1767,78.0081,1,7,5,35.9,0,81.39,1.0,64.27,678,3,Web,5,1300,150,550
2025-07-14,Varanasi,25.3176,82.9739,0,7,0,33.6,0,456.45,-0.089,50.82,1052,1,Agent,2,1400,160,500
2025-05-12,Jaipur,26.9124,75.7873,0,5,0,36.9,0,1079.37,0.063,69.0,1341,2,Agent,13,1500,180,600
2024-06-10,Goa,15.2993,74.124,0,6,0,41.2,0,196.85,-0.249,79.31,757,2,Agent,5,2000,250,800
2024-09-12,Leh,34.1526,77.5771,0,9,3,10.1,0,726.41,-0.592,92.07,292,3,Kiosk,14,600,90,220
2024-12-04,Goa,15.2993,74.124,0,12,2,20.2,0,407.1,0.258,83.16,1289,3,Kiosk,2,2000,250,800
2025-07-30,Varanasi,25.3176,82.9739,0,7,2,36.8,0,242.14,-0.476,48.78,837,2,Agent,1,1400,160,500
2025-04-06,Jaipur,26.9124,75.7873,1,4,6,34.0,0,176.02,0.772,66.28,1366,2,App,4,1500,180,600
2024-09-23,Manali,32.2432,77.1892,0,9,0,15.2,1,126.67,-0.278,73.14,297,2,App,25,1200,140,450
2025-03-12,Jaipur,26.9124,75.7873,0,3,2,28.7,0,667.58,-0.075,56.82,1116,3,Agent,20,1500,180,600
2025-05-21,Andaman,11.7401,92.6586,0,5,2,35.9,0,806.28,-0.815,101.99,640,1,App,9,900,120,300
2025-06-23,Kerala,10.8505,76.2711,0,6,0,40.5,0,402.15,0.492,66.41,1088,4,Agent,19,1700,220,700
2024-06-05,Kerala,10.8505,76.2711,0,6,2,40.3,0,335.72,0.323,66.76,1079,2,Kiosk,14,1700,220,700
2024-01-09,Andaman,11.7401,92.6586,0,1,1,18.6,0,686.79,0.286,94.24,551,2,Kiosk,13,900,120,300
2025-04-26,Kerala,10.8505,76.2711,1,4,5,33.9,1,139.73,0.474,72.53,1067,1,Kiosk,13,1700,220,700
2025-09-04,Varanasi,25.3176,82.9739,0,9,3,26.1,0,174.22,0.957,47.42,830,2,App,15,1400,160,500
2025-03-04,Andaman,11.7401,92.6586,0,3,1,29.0,0,728.2,0.105,104.0,629,3,App,12,900,120,300
2024-10-25,Kerala,10.8505,76.2711,0,10,4,24.6,0,374.96,0.069,60.81,880,2,Kiosk,13,1700,220,700
2024-12-14,Jaipur,26.9124,75.7873,1,12,5,17.7,0,258.05,-0.051,69.64,1192,2,Agent,4,1500,180,600
2025-06-03,Goa,15.2993,74.124,0,6,1,39.2,0,22.41,-0.041,83.6,1024,3,App,12,2000,250,800
2024-05-23,Andaman,11.7401,92.6586,0,5,3,36.9,0,122.47,0.109,99.52,452,3,App,7,900,120,300
2024-07-29,Manali,32.2432,77.1892,0,7,0,23.8,0,567.33,0.985,83.02,853,3,App,20,1200,140,450
2024-08-19,Andaman,11.7401,92.6586,0,8,0,33.0,0,434.89,0.124,89.14,459,2,App,19,900,120,300
2025-03-24,Leh,34.1526,77.5771,0,3,0,10.0,0,236.26,0.283,103.73,381,2,App,5,600,90,220
2024-02-14,Varanasi,25.3176,82.9739,0,2,2,22.4,0,64.79,0.21,48.95,754,1,Kiosk,9,1400,160,500
2025-06-05,Andaman,11.7401,92.6586,0,6,3,36.0,0,260.15,-0.623,92.68,376,2,Web,10,900,120,300
2025-03-16,Goa,15.2993,74.124,1,3,6,29.6,0,142.44,0.594,76.6,1586,2,Web,8,2000,250,800
2024-06-25,Jaipur,26.9124,75.7873,0,6,1,39.6,0,39.85,-0.749,59.51,664,2,Web,6,1500,180,600
2025-10-01,Andaman,11.7401,92.6586,0,10,2,24.6,0,1351.21,0.102,88.14,595,3,App,11,900,120,300
2025-03-03,Kerala,10.8505,76.2711,0,3,0,30.1,0,68.19,0.271,75.71,991,2,Web,12,1700,220,700
2025-06-01,Andaman,11.7401,92.6586,1,6,6,37.4,0,104.2,0.161,95.64,395,2,Agent,16,900,120,300
2024-05-24,Manali,32.2432,77.1892,0,5,4,22.4,0,604.46,0.291,77.43,747,2,Agent,5,1200,140,450
2024-01-12,Leh,34.1526,77.5771,0,1,4,1.9,0,490.91,0.224,99.73,493,3,Web,22,600,90,220
2024-06-09,Andaman,11.7401,92.6586,1,6,6,36.8,0,215.29,-0.211,86.71,579,3,Agent,11,900,120,300
2025-07-02,Goa,15.2993,74.124,0,7,2,38.8,0,841.45,-0.528,82.67,1515,2,Agent,28,2000,250,800
2024-03-10,Goa,15.2993,74.124,1,3,6,29.0,0,87.1,-0.234,83.08,1197,2,App,4,2000,250,800
2024-12-29,Goa,15.2993,74.124,1,12,6,19.3,0,355.07,-0.07,85.14,1347,4,Web,8,2000,250,800
2025-08-28,Leh,34.1526,77.5771,0,8,3,14.3,1,538.0,0.278,92.42,368,1,Web,5,600,90,220
2024-02-19,Leh,34.1526,77.5771,0,2,0,5.1,0,116.98,0.364,101.88,235,1,App,16,600,90,220
2025-01-01,Agra,27.1767,78.0081,0,1,2,18.5,0,1057.79,0.01,51.65,1327,2,Kiosk,13,1300,150,550
2025-05-05,Agra,27.1767,78.0081,0,5,0,37.1,0,592.21,-0.336,51.35,714,2,Agent,21,1300,150,550
2025-03-12,Manali,32.2432,77.1892,0,3,2,16.4,0,521.37,0.816,79.06,814,1,Web,2,1200,140,450
2024-04-02,Varanasi,25.3176,82.9739,0,4,1,32.7,0,213.29,0.349,50.13,616,3,Web,12,1400,160,500
2025-05-10,Kerala,10.8505,76.2711,1,5,5,38.9,0,217.47,0.186,68.45,1460,3,Kiosk,10,1700,220,700
2025-07-13,Varanasi,25.3176,82.9739,1,7,6,35.6,0,523.93,-0.296,54.54,967,1,App,11,1400,160,500
2025-09-30,Kerala,10.8505,76.2711,0,9,1,29.2,0,513.79,-0.834,62.85,918,3,App,10,1700,220,700
2025-04-06,Jaipur,26.9124,75.7873,1,4,6,32.9,0,633.83,-0.622,59.22,1526,2,Agent,8,1500,180,600
2024-07-30,Agra,27.1767,78.0081,0,7,1,34.9,0,104.09,0.978,56.93,525,1,Web,4,1300,150,550
2024-04-15,Goa,15.2993,74.124,0,4,0,35.3,0,458.51,0.468,88.22,1397,2,App,5,2000,250,800
2024-03-18,Agra,27.1767,78.0081,0,3,0,28.2,0,658.06,0.443,69.65,962,2,Agent,5,1300,150,550
2025-06-20,Manali,32.2432,77.1892,0,6,4,24.0,0,730.19,0.091,75.25,1236,2,Agent,6,1200,140,450
2024-03-08,Goa,15.2993,74.124,0,3,4,30.9,0,678.25,-0.591,77.33,1694,1,Kiosk,5,2000,250,800
2025-07-15,Kerala,10.8505,76.2711,0,7,1,37.5,0,54.75,-0.137,67.86,700,1,Web,12,1700,220,700
2025-05-05,Andaman,11.7401,92.6586,0,5,0,38.2,0,491.13,0.474,88.61,621,1,Kiosk,28,900,120,300
2025-02-20,Goa,15.2993,74.124,0,2,3,23.9,0,696.13,0.537,80.5,2021,3,Agent,24,2000,250,800
2024-02-03,Varanasi,25.3176,82.9739,1,2,5,22.3,0,517.47,-0.831,50.66,1204,3,Agent,8,1400,160,500
2024-11-27,Varanasi,25.3176,82.9739,0,11,2,19.8,0,220.46,0.259,43.0,490,3,Web,1,1400,160,500
2024-03-09,Goa,15.2993,74.124,1,3,5,31.4,0,530.34,-0.104,70.68,1578,2,Agent,13,2000,250,800
2024-08-18,Manali,32.2432,77.1892,1,8,6,20.3,0,561.77,0.456,81.33,654,2,Agent,7,1200,140,450
